Client,Industry,Platform,Content_Type,Topic,Posting_Day,Posting_Time,Reach,Likes,Comments,Shares,Saves,Clicks,Leads,Ad_Spend,Revenue,Performance_Score
Client_236,Education,YouTube Shorts,Carousel,Tips & Tricks,Friday,8,27691,1100,77,61,58,446,19,2570,15219,18.12
Client_237,Food,YouTube Shorts,Static,Product Education,Wednesday,14,18439,1001,56,67,131,140,16,1464,9557,18.11
Client_238,Fashion,Facebook,Reel,Tips & Tricks,Tuesday,20,20778,2443,101,252,140,388,54,4437,33673,44.24
Client_239,Fashion,Instagram,Static,Product Education,Monday,21,19050,827,21,96,98,143,8,2393,8161,13.52
Client_240,Technology,Facebook,Reel,Product Education,Sunday,10,21203,1323,80,139,69,557,76,579,86405,31.78
Client_241,Beauty,YouTube Shorts,Reel,Customer Story,Wednesday,22,18488,2016,51,314,121,277,40,2726,47359,37.54
Client_242,Beauty,Facebook,Carousel,Behind the Scenes,Monday,10,16833,662,49,74,67,268,27,3437,23888,15.13
Client_243,Beauty,YouTube Shorts,Reel,Promotion,Thursday,9,9382,334,19,17,45,170,20,2334,21471,7.12
Client_244,Fitness,YouTube Shorts,Static,Tips & Tricks,Monday,14,13863,1243,72,86,162,378,39,595,36697,26.01
Client_245,Fitness,Facebook,Carousel,Behind the Scenes,Monday,20,8253,493,18,57,49,119,15,1145,14438,9.03
Client_246,Fitness,Facebook,Reel,Promotion,Thursday,13,13935,440,19,24,44,357,44,2995,55248,11.8
Client_247,Fitness,Instagram,Static,Promotion,Wednesday,13,5422,574,22,85,60,124,9,4207,4092,10.29
Client_248,Beauty,Instagram,Reel,Customer Story,Wednesday,21,18208,1158,30,192,109,465,55,3852,21828,27.45
Client_249,Fitness,Instagram,Reel,Product Education,Sunday,14,15080,1425,37,148,202,391,39,4190,32829,28.71
Client_250,Fitness,Instagram,Carousel,Product Education,Friday,19,6591,695,34,80,98,62,6,1551,5309,12.43
Client_251,Beauty,YouTube Shorts,Static,Customer Story,Friday,22,20764,2334,153,199,340,607,51,1592,23322,50.28
Client_252,Fitness,YouTube Shorts,Static,Tips & Tricks,Wednesday,21,13028,1225,93,161,76,268,17,3328,21367,23.8
Client_253,Beauty,YouTube Shorts,Reel,Tips & Tricks,Friday,19,12226,1203,64,151,172,278,30,4873,19720,26.47
Client_254,Fashion,YouTube Shorts,Reel,Product Education,Thursday,10,9817,471,30,33,33,110,14,2917,10845,8.09
Client_255,Fashion,Facebook,Carousel,Product Education,Friday,21,17169,1662,89,134,209,428,27,884,35471,31.46
Client_256,Education,Facebook,Static,Customer Story,Friday,8,12147,586,42,94,51,129,13,3512,18119,12.22
Client_257,Fitness,YouTube Shorts,Static,Behind the Scenes,Sunday,19,16564,761,46,56,44,295,22,4010,16329,13.59
Client_258,Technology,Instagram,Reel,Tips & Tricks,Sunday,12,6480,608,17,42,45,40,5,2967,8451,7.65
Client_259,Fitness,Facebook,Reel,Customer Story,Friday,11,14411,1452,42,175,122,197,26,3218,18269,25.74
Client_260,Technology,Instagram,Static,Tips & Tricks,Thursday,16,4230,258,8,34,36,46,1,3129,1568,3.32
Client_261,Education,Facebook,Static,Customer Story,Monday,22,13175,1005,50,113,72,280,19,1174,7983,18.07
Client_262,Fitness,YouTube Shorts,Reel,Product Education,Tuesday,18,35573,2425,63,290,284,1046,128,1090,131051,58.88
Client_263,Fashion,Facebook,Static,Customer Story,Monday,9,3111,315,16,39,20,35,2,3813,3977,4.07
Client_264,Fashion,Facebook,Static,Product Education,Friday,8,12308,419,29,40,39,150,16,1208,12193,8.37
Client_265,Education,Facebook,Static,Product Education,Thursday,10,5281,513,34,82,37,110,7,3556,6361,9.43
Client_266,Fitness,Instagram,Reel,Product Education,Monday,17,30688,2432,61,188,295,710,39,4698,16723,41.94
Client_267,Food,Instagram,Static,Customer Story,Tuesday,9,8753,933,66,159,139,144,13,2881,12732,21.24
Client_268,Technology,Instagram,Reel,Tips & Tricks,Thursday,13,20877,1857,48,242,258,270,22,3004,25905,35.05
Client_269,Food,YouTube Shorts,Static,Customer Story,Sunday,13,4926,286,19,40,31,58,4,3216,8523,4.71
Client_270,Education,Facebook,Carousel,Customer Story,Thursday,16,5879,497,35,80,27,108,6,1126,6581,8.84
Client_271,Fashion,YouTube Shorts,Static,Product Education,Sunday,17,20267,996,22,83,137,374,40,1717,28175,20.46
Client_272,Food,YouTube Shorts,Static,Customer Story,Tuesday,15,7173,471,23,64,62,180,18,1858,22661,10.26
Client_273,Food,Facebook,Reel,Behind the Scenes,Friday,17,18821,1383,57,108,129,123,9,850,10099,21.36
Client_274,Fitness,Facebook,Carousel,Promotion,Thursday,22,3653,216,13,25,28,94,5,4959,5589,3.35
Client_275,Education,YouTube Shorts,Carousel,Customer Story,Friday,18,14243,909,67,106,71,380,33,4449,43163,20.22
Client_276,Fashion,YouTube Shorts,Reel,Promotion,Tuesday,11,33856,1871,54,131,198,860,94,3896,104225,40.73
Client_277,Beauty,Instagram,Carousel,Promotion,Thursday,11,24359,2557,54,142,263,219,23,821,31414,37.41
Client_278,Food,Instagram,Reel,Customer Story,Tuesday,16,22856,1997,145,288,260,655,36,4361,44913,45.7
Client_279,Food,Instagram,Carousel,Tips & Tricks,Tuesday,20,24092,2074,105,148,239,675,68,1063,36078,43.18
Client_280,Education,Instagram,Reel,Product Education,Tuesday,16,26907,2808,158,205,390,538,72,4853,56042,59.07
Client_281,Fashion,Facebook,Static,Behind the Scenes,Friday,16,14156,1251,64,122,56,258,14,4449,17935,19.82
Client_282,Technology,YouTube Shorts,Static,Tips & Tricks,Monday,14,17307,1712,127,104,181,321,19,544,18602,30.96
Client_283,Fitness,YouTube Shorts,Reel,Tips & Tricks,Monday,14,20438,1365,36,143,142,235,22,3495,21529,23.59
Client_284,Beauty,Facebook,Reel,Promotion,Friday,20,13630,863,45,71,63,185,21,1631,24600,15.25
Client_285,Beauty,Instagram,Carousel,Behind the Scenes,Monday,11,21657,2210,125,307,101,318,33,1246,37259,41.47
Client_286,Education,YouTube Shorts,Carousel,Product Education,Monday,12,8622,731,46,124,61,184,11,970,12897,14.61
Client_287,Beauty,Facebook,Carousel,Product Education,Tuesday,21,7685,253,14,29,16,70,2,2459,1842,3.01
Client_288,Food,Instagram,Carousel,Promotion,Wednesday,18,17948,862,18,121,121,336,39,3351,25860,19.93
Client_289,Food,YouTube Shorts,Reel,Promotion,Thursday,17,14668,977,25,58,70,420,53,2611,65197,19.55
Client_290,Fitness,Facebook,Static,Promotion,Thursday,17,12492,1226,95,134,111,245,8,1452,4665,22.66
Client_291,Education,YouTube Shorts,Reel,Behind the Scenes,Sunday,13,28655,2241,139,188,160,429,51,3301,21219,42.87
Client_292,Food,Facebook,Carousel,Customer Story,Tuesday,22,7408,853,52,143,80,74,8,2674,5565,16.68
Client_293,Food,Instagram,Static,Customer Story,Tuesday,20,6796,617,36,80,76,125,4,4450,5103,10.99
Client_294,Education,YouTube Shorts,Carousel,Promotion,Tuesday,20,19037,951,51,54,121,322,30,4616,21375,18.81
Client_295,Beauty,Instagram,Carousel,Product Education,Saturday,16,20075,617,37,61,31,281,37,2033,32160,14.04
Client_296,Food,Facebook,Carousel,Tips & Tricks,Wednesday,13,11171,546,33,53,73,133,6,1574,6906,9.54
Client_297,Fashion,YouTube Shorts,Carousel,Behind the Scenes,Friday,14,10779,1099,70,122,45,167,7,4735,8158,17.63
Client_298,Education,Facebook,Carousel,Tips & Tricks,Sunday,17,9527,877,20,136,81,197,16,3241,11213,15.96
Client_299,Technology,YouTube Shorts,Static,Customer Story,Wednesday,8,14003,1513,117,114,156,297,15,2831,11858,27.86
Client_300,Beauty,YouTube Shorts,Carousel,Promotion,Monday,14,26699,3099,223,413,440,415,42,3815,47582,69.44
Client_301,Fashion,Instagram,Carousel,Behind the Scenes,Wednesday,13,14547,1228,53,203,154,414,49,4767,38230,30.19
Client_302,Food,Instagram,Reel,Behind the Scenes,Saturday,11,16556,1613,52,163,81,470,40,940,14292,28.0
Client_303,Fitness,Instagram,Reel,Customer Story,Friday,10,9702,561,19,48,61,80,10,734,5773,8.88
Client_304,Technology,Facebook,Carousel,Tips & Tricks,Wednesday,16,5213,409,22,44,50,140,11,4872,9081,7.6
Client_305,Education,YouTube Shorts,Reel,Product Education,Thursday,12,18141,798,16,94,98,152,9,4883,6351,13.09
Client_306,Education,Facebook,Reel,Promotion,Sunday,12,8485,673,21,110,59,95,11,3692,15177,12.13
Client_307,Food,Facebook,Reel,Promotion,Saturday,11,19407,1992,121,173,242,489,38,1060,17687,39.91
Client_308,Technology,Instagram,Static,Promotion,Friday,15,11133,826,32,57,121,61,8,2811,5224,13.49
Client_309,Beauty,Facebook,Static,Product Education,Tuesday,9,2592,128,5,19,12,37,4,759,3009,1.36
Client_310,Food,Instagram,Carousel,Promotion,Monday,16,20405,2257,79,224,93,599,69,3652,75319,41.4
Client_311,Food,YouTube Shorts,Reel,Behind the Scenes,Thursday,19,34778,4117,199,570,306,454,47,845,52066,77.9
Client_312,Fitness,Instagram,Carousel,Promotion,Saturday,12,11511,1240,41,80,135,150,7,2761,6916,18.22
Client_313,Education,Instagram,Reel,Product Education,Friday,20,25716,1130,74,93,107,569,40,991,15352,24.0
Client_314,Beauty,Instagram,Static,Tips & Tricks,Sunday,9,7298,426,22,57,33,199,23,674,25059,9.5
Client_315,Technology,YouTube Shorts,Reel,Customer Story,Monday,15,19571,1543,76,190,153,256,22,1813,11391,29.31
Client_316,Food,Facebook,Carousel,Customer Story,Friday,13,3011,227,14,37,24,42,4,3127,4470,3.65
Client_317,Beauty,YouTube Shorts,Carousel,Behind the Scenes,Friday,18,24070,1055,39,108,79,178,19,858,22058,17.83
Client_318,Food,Instagram,Reel,Product Education,Thursday,11,10293,903,39,102,98,203,7,2308,6670,15.22
Client_319,Fashion,Instagram,Static,Promotion,Sunday,9,16269,576,30,99,49,231,26,2677,20899,13.53
Client_320,Beauty,Instagram,Carousel,Product Education,Tuesday,16,8182,415,17,31,46,157,22,3901,23172,8.44
Client_321,Beauty,YouTube Shorts,Carousel,Promotion,Saturday,18,9411,423,13,43,32,84,12,4129,9901,6.73
Client_322,Fitness,Facebook,Carousel,Promotion,Sunday,18,16535,977,33,118,79,310,36,3449,29333,19.84
Client_323,Education,Instagram,Static,Product Education,Wednesday,17,4427,528,20,47,34,116,3,2760,8108,6.77
Client_324,Fitness,YouTube Shorts,Static,Tips & Tricks,Tuesday,9,14123,622,22,103,41,161,10,3775,10101,10.86
Client_325,Beauty,Instagram,Static,Customer Story,Sunday,15,8532,795,54,49,87,50,6,3625,2438,12.94
Client_326,Technology,Facebook,Carousel,Promotion,Sunday,9,15249,1623,122,214,177,96,8,3115,11043,32.1
Client_327,Food,Facebook,Static,Behind the Scenes,Tuesday,8,8240,673,17,71,85,71,4,4398,3743,10.23
Client_328,Fitness,Facebook,Carousel,Product Education,Thursday,16,15678,654,18,80,61,334,17,4794,10519,11.72
Client_329,Fashion,Facebook,Carousel,Customer Story,Saturday,22,4467,404,18,38,30,88,2,2997,3710,5.12
Client_330,Fitness,Facebook,Static,Behind the Scenes,Thursday,8,5016,319,20,51,16,31,4,1709,6912,4.95
Client_331,Fashion,Facebook,Static,Product Education,Wednesday,15,2697,131,6,10,12,30,2,1657,2072,0.82
Client_332,Education,YouTube Shorts,Static,Tips & Tricks,Monday,12,12244,588,36,50,53,350,13,2722,15014,10.38
Client_333,Fashion,Instagram,Carousel,Promotion,Tuesday,14,21663,2412,118,307,119,216,31,676,11016,42.82
Client_334,Fitness,Facebook,Carousel,Promotion,Thursday,19,3301,302,12,26,45,97,6,1007,7450,4.64
Client_335,Education,Instagram,Static,Customer Story,Tuesday,10,12959,1154,29,115,168,263,27,2363,20248,22.16
Client_336,Fitness,Instagram,Carousel,Customer Story,Friday,13,19718,958,27,115,122,523,35,4791,42442,20.39
Client_337,Education,Instagram,Static,Tips & Tricks,Tuesday,13,5777,666,18,60,91,133,16,3891,13221,11.87
Client_338,Education,YouTube Shorts,Static,Customer Story,Tuesday,20,8248,384,25,49,26,158,9,2402,4587,6.73
Client_339,Technology,Instagram,Static,Promotion,Tuesday,16,19852,1756,54,176,161,180,10,3847,10442,27.52
Client_340,Technology,Facebook,Reel,Behind the Scenes,Sunday,11,7376,796,39,73,71,82,6,842,8348,12.42
Client_341,Beauty,Facebook,Carousel,Tips & Tricks,Saturday,17,11784,1033,64,56,53,193,26,2512,24712,17.58
Client_342,Education,YouTube Shorts,Reel,Tips & Tricks,Thursday,16,19426,1351,98,203,96,177,11,946,14751,26.23
Client_343,Food,Facebook,Static,Promotion,Monday,19,3883,388,29,54,21,59,4,1965,7691,6.26
Client_344,Beauty,Instagram,Carousel,Product Education,Wednesday,13,10373,396,24,52,19,235,27,4691,24961,9.4
Client_345,Education,YouTube Shorts,Carousel,Product Education,Sunday,10,27611,2972,88,204,370,173,11,4155,7475,46.18
Client_346,Fashion,Instagram,Reel,Product Education,Friday,20,16616,1242,61,192,132,288,16,4397,14783,24.68
Client_347,Education,Instagram,Static,Tips & Tricks,Monday,11,18348,1588,109,122,95,116,8,1690,9257,25.3
Client_348,Beauty,YouTube Shorts,Static,Customer Story,Wednesday,22,7654,516,15,70,55,170,17,1953,16914,9.97
Client_349,Technology,Instagram,Reel,Customer Story,Wednesday,13,21771,2139,151,125,196,175,23,3196,21536,37.41
Client_350,Fitness,Instagram,Static,Behind the Scenes,Friday,8,6864,810,41,49,96,138,17,2852,16666,14.23
Client_351,Technology,Facebook,Static,Tips & Tricks,Friday,13,10451,780,49,89,100,283,16,2879,7180,15.87
Client_352,Fashion,Instagram,Carousel,Product Education,Saturday,21,11793,1414,63,132,143,246,7,2148,8999,22.92
Client_353,Technology,Instagram,Carousel,Customer Story,Friday,16,15614,628,25,63,64,452,58,2089,36872,17.69
Client_354,Beauty,Facebook,Carousel,Product Education,Saturday,10,5545,396,28,65,35,140,19,958,25263,9.36
Client_355,Technology,YouTube Shorts,Static,Customer Story,Friday,16,19936,1828,124,302,144,582,37,755,25162,40.29
Client_356,Beauty,YouTube Shorts,Reel,Tips & Tricks,Friday,14,12285,1324,86,187,98,71,5,4571,7686,23.89
Client_357,Technology,Facebook,Carousel,Behind the Scenes,Friday,12,4838,486,32,82,43,27,2,4596,2372,8.53
Client_358,Technology,Facebook,Static,Tips & Tricks,Wednesday,20,4277,444,33,61,24,98,8,4779,2977,7.87
Client_359,Technology,Instagram,Static,Tips & Tricks,Sunday,9,12736,500,32,73,21,305,32,2219,20138,12.22
Client_360,Food,Facebook,Carousel,Tips & Tricks,Wednesday,20,13995,763,22,49,110,265,11,4944,11188,12.26
Client_361,Technology,Facebook,Reel,Customer Story,Friday,11,5208,443,17,47,24,87,9,1367,6218,6.56
Client_362,Fashion,Facebook,Carousel,Behind the Scenes,Saturday,17,13313,1237,70,112,160,303,33,4870,14704,25.79
Client_363,Fitness,Instagram,Reel,Promotion,Monday,15,18962,1780,85,142,115,503,52,3477,35354,33.35
Client_364,Beauty,YouTube Shorts,Carousel,Customer Story,Thursday,15,21575,866,42,138,61,295,29,4661,13618,18.63
Client_365,Beauty,Instagram,Carousel,Tips & Tricks,Saturday,9,14899,984,44,128,98,437,33,3291,20120,21.02
Client_366,Education,Facebook,Static,Customer Story,Friday,19,4668,421,27,60,55,36,3,3165,3253,7.48
Client_367,Education,Instagram,Carousel,Promotion,Monday,17,8563,851,36,97,95,62,7,501,8376,14.39
Client_368,Beauty,Instagram,Carousel,Tips & Tricks,Wednesday,14,23937,1161,84,103,147,526,73,4061,74725,31.44
Client_369,Fashion,YouTube Shorts,Reel,Tips & Tricks,Friday,14,19548,696,51,122,27,371,54,1398,63385,20.1
Client_370,Fashion,Instagram,Carousel,Tips & Tricks,Thursday,18,15424,1026,47,79,60,130,12,3451,16737,15.41
Client_371,Food,Facebook,Static,Behind the Scenes,Tuesday,8,10898,468,34,63,68,91,4,3906,8255,8.91
Client_372,Beauty,YouTube Shorts,Carousel,Tips & Tricks,Tuesday,15,24089,2500,107,198,216,124,11,2439,14879,38.86
Client_373,Technology,Facebook,Static,Tips & Tricks,Wednesday,8,9846,920,24,103,106,84,9,2789,10768,15.04
Client_374,Fashion,YouTube Shorts,Static,Product Education,Tuesday,15,21411,1681,92,218,234,393,12,4219,13131,33.24
Client_375,Fitness,YouTube Shorts,Carousel,Promotion,Wednesday,20,11488,381,28,56,45,219,8,4376,8121,7.56
Client_376,Fitness,Instagram,Static,Customer Story,Sunday,19,4715,176,8,28,12,39,2,2604,1441,1.92
Client_377,Fitness,Instagram,Static,Behind the Scenes,Saturday,15,13692,732,45,82,93,363,25,1191,14828,16.18
Client_378,Food,Facebook,Carousel,Promotion,Tuesday,18,14894,671,36,106,30,172,22,930,13063,13.66
Client_379,Education,Facebook,Carousel,Promotion,Saturday,20,6828,624,27,52,61,108,6,4176,6432,9.36
Client_380,Fitness,YouTube Shorts,Reel,Product Education,Friday,18,25185,2139,126,182,149,631,38,3704,29416,38.8
Client_381,Beauty,YouTube Shorts,Static,Behind the Scenes,Friday,13,19155,592,12,34,50,347,38,3379,20332,12.14
Client_382,Technology,Instagram,Reel,Product Education,Friday,9,8578,947,31,121,50,248,10,1564,10977,14.74
Client_383,Food,Instagram,Static,Behind the Scenes,Wednesday,12,16240,1420,107,122,123,447,54,3149,29028,31.79
Client_384,Fashion,Facebook,Reel,Promotion,Thursday,13,9037,415,10,73,25,133,14,1388,9986,7.65
Client_385,Education,Instagram,Static,Product Education,Thursday,19,10788,394,21,32,35,295,14,507,7230,7.0
Client_386,Technology,Instagram,Static,Customer Story,Thursday,17,4096,469,23,50,62,100,12,4924,5799,8.84
Client_387,Education,YouTube Shorts,Carousel,Product Education,Friday,16,28342,1622,37,291,180,400,52,3285,21029,36.57
Client_388,Technology,YouTube Shorts,Reel,Behind the Scenes,Friday,8,15322,871,37,55,100,262,35,4087,36622,17.53
Client_389,Food,Instagram,Reel,Product Education,Saturday,17,16017,571,29,51,56,414,34,634,12537,13.17
Client_390,Fashion,Facebook,Static,Product Education,Thursday,9,12978,1168,55,161,159,113,11,1090,4316,22.73
Client_391,Education,YouTube Shorts,Reel,Promotion,Friday,8,34073,1422,43,80,104,846,71,1898,83296,28.53
Client_392,Fashion,Instagram,Reel,Promotion,Friday,20,15283,1044,71,185,119,200,29,4971,13944,25.13
Client_393,Food,Instagram,Static,Behind the Scenes,Wednesday,9,7164,703,21,68,40,79,7,1592,5545,9.68
Client_394,Food,Instagram,Carousel,Product Education,Monday,8,10879,964,70,100,124,264,29,2188,13703,21.61
Client_395,Fitness,Facebook,Carousel,Behind the Scenes,Tuesday,17,12769,1207,68,74,158,159,12,2430,6314,20.83
Client_396,Fitness,Instagram,Static,Customer Story,Sunday,20,18148,1302,74,100,59,141,6,4386,5998,18.89
Client_397,Food,YouTube Shorts,Reel,Product Education,Saturday,13,25303,1331,75,220,119,192,6,4902,3874,25.25
Client_398,Fashion,Facebook,Static,Product Education,Monday,22,11855,988,39,74,113,155,19,3171,9980,17.16
Client_399,Food,YouTube Shorts,Carousel,Behind the Scenes,Thursday,22,21433,1771,41,188,112,433,22,3559,12307,27.62
Client_400,Beauty,Instagram,Static,Customer Story,Wednesday,11,12804,1181,27,80,157,210,10,3314,7167,18.07
Client_401,Fitness,Instagram,Static,Tips & Tricks,Tuesday,17,18489,698,49,79,104,365,47,2786,15915,19.75
Client_402,Beauty,Instagram,Reel,Customer Story,Thursday,17,15358,1768,132,294,151,93,13,4630,7179,36.59
Client_403,Fitness,Facebook,Carousel,Product Education,Thursday,15,4361,426,26,43,27,60,3,1243,4728,6.0
Client_404,Beauty,Facebook,Reel,Promotion,Sunday,17,4248,304,8,42,18,113,11,511,13020,4.93
Client_405,Education,YouTube Shorts,Carousel,Tips & Tricks,Monday,12,14840,1377,78,171,86,328,34,3250,34551,27.3
Client_406,Fitness,YouTube Shorts,Carousel,Product Education,Monday,14,26287,885,37,118,104,499,61,1633,38066,23.96
Client_407,Fitness,Instagram,Static,Promotion,Saturday,20,19207,938,60,74,73,224,25,2770,8144,17.73
Client_408,Technology,Facebook,Carousel,Promotion,Friday,16,10703,833,57,139,74,152,16,1037,10822,17.72
Client_409,Fashion,Instagram,Carousel,Behind the Scenes,Wednesday,9,8583,344,9,23,21,247,8,3912,12019,4.25
Client_410,Food,Facebook,Carousel,Promotion,Thursday,19,7776,277,20,22,39,164,13,3308,14646,5.68
Client_411,Education,YouTube Shorts,Static,Tips & Tricks,Sunday,16,12771,1035,76,92,131,136,10,2860,10767,19.52
Client_412,Food,Facebook,Carousel,Promotion,Tuesday,17,14662,816,63,129,94,317,15,2448,5872,18.06
Client_413,Technology,YouTube Shorts,Reel,Promotion,Wednesday,13,30538,2859,171,506,160,495,72,4871,41171,63.89
Client_414,Fashion,Facebook,Carousel,Behind the Scenes,Thursday,22,5556,651,34,75,72,68,9,1704,14242,11.59
Client_415,Beauty,Facebook,Carousel,Product Education,Saturday,15,5284,420,16,42,55,85,3,950,4214,6.18
Client_416,Fitness,YouTube Shorts,Reel,Customer Story,Tuesday,8,25745,2341,181,414,195,444,45,4690,16772,54.28
Client_417,Education,Instagram,Static,Promotion,Wednesday,14,13772,840,32,90,85,143,19,3904,23992,15.34
Client_418,Technology,Instagram,Static,Promotion,Saturday,22,14857,1245,35,111,185,269,18,3578,6174,22.2
Client_419,Education,YouTube Shorts,Carousel,Promotion,Tuesday,16,24609,2410,67,178,197,463,16,2973,22458,35.28
Client_420,Technology,Facebook,Static,Promotion,Tuesday,8,4418,251,14,33,13,95,6,1969,6522,3.65
Client_421,Fashion,Instagram,Carousel,Promotion,Monday,17,16854,1363,98,179,125,376,16,4698,20712,27.11
Client_422,Fashion,Facebook,Reel,Tips & Tricks,Monday,10,13191,556,16,47,47,366,26,2874,18586,10.65
Client_423,Beauty,Instagram,Static,Behind the Scenes,Sunday,18,8803,738,22,67,55,229,28,2723,29597,13.63
Client_424,Fashion,YouTube Shorts,Static,Customer Story,Sunday,10,18383,1017,67,105,143,166,9,4623,5827,19.53
Client_425,Fitness,YouTube Shorts,Static,Tips & Tricks,Sunday,16,7787,526,39,34,28,42,3,3470,4796,7.24
Client_426,Fitness,YouTube Shorts,Carousel,Behind the Scenes,Saturday,12,9886,494,35,33,32,80,3,1143,2970,6.85
Client_427,Fashion,Instagram,Carousel,Promotion,Monday,11,8532,650,15,42,44,56,6,1290,7320,7.97
Client_428,Fitness,Instagram,Static,Behind the Scenes,Tuesday,18,13215,569,36,48,59,182,24,2481,23079,12.03
Client_429,Fashion,Instagram,Static,Product Education,Friday,11,9020,1002,52,176,50,93,8,4388,9828,18.05
Client_430,Food,Facebook,Static,Product Education,Tuesday,21,7375,363,12,23,53,59,2,1613,4473,4.63
Client_431,Beauty,Facebook,Static,Product Education,Monday,13,3916,217,12,19,31,63,6,2880,10255,3.33
Client_432,Food,Instagram,Carousel,Customer Story,Tuesday,8,21110,1386,71,191,73,313,35,1333,36697,27.42
Client_433,Fashion,Facebook,Reel,Customer Story,Tuesday,17,6263,660,41,56,78,122,7,3778,8195,11.28
Client_434,Beauty,YouTube Shorts,Carousel,Promotion,Friday,12,20897,830,29,95,90,174,7,932,8258,13.59
Client_435,Education,YouTube Shorts,Reel,Behind the Scenes,Thursday,17,19900,1710,44,102,209,481,60,2154,37078,33.05
Client_436,Education,YouTube Shorts,Carousel,Tips & Tricks,Wednesday,20,6579,761,16,80,107,95,6,3582,7983,12.13
Client_437,Fashion,Instagram,Reel,Tips & Tricks,Saturday,21,18662,835,38,75,69,449,44,4518,45236,18.46
Client_438,Beauty,YouTube Shorts,Static,Promotion,Thursday,16,6260,408,20,71,44,86,12,3125,3974,8.4
Client_439,Fitness,Instagram,Reel,Customer Story,Wednesday,20,30168,1831,47,173,145,415,45,2528,24606,32.41
Client_440,Fitness,Instagram,Static,Product Education,Sunday,12,7000,222,8,24,29,134,18,2684,8707,5.08
Client_441,Fitness,Instagram,Carousel,Promotion,Friday,14,15565,1599,41,220,123,273,33,3281,16313,29.48
Client_442,Technology,Facebook,Reel,Promotion,Saturday,21,20960,1032,37,91,106,526,55,1253,58856,23.25
Client_443,Fashion,YouTube Shorts,Carousel,Customer Story,Monday,17,19995,977,66,131,71,501,41,4923,25009,22.78
Client_444,Education,Facebook,Carousel,Tips & Tricks,Friday,15,5958,515,26,38,48,128,16,4328,12748,9.12
Client_445,Fitness,Facebook,Static,Product Education,Friday,11,8461,436,28,65,57,129,17,1027,16950,10.03
Client_446,Education,Facebook,Carousel,Behind the Scenes,Wednesday,18,6868,353,10,18,45,87,7,4072,5077,4.78
Client_447,Food,Instagram,Carousel,Behind the Scenes,Monday,12,14102,646,45,113,60,77,10,1187,10638,13.34
Client_448,Technology,Instagram,Carousel,Customer Story,Saturday,18,7959,842,28,104,80,63,6,4802,7108,13.48
Client_449,Fashion,Instagram,Static,Product Education,Sunday,20,12215,1176,80,172,168,127,5,2253,6255,24.02
Client_450,Education,Facebook,Static,Product Education,Thursday,16,11569,676,30,93,98,312,44,3473,35396,18.31
Client_451,Technology,Instagram,Static,Tips & Tricks,Monday,21,5432,280,14,25,40,76,9,1499,9109,4.87
Client_452,Education,Facebook,Reel,Promotion,Wednesday,12,20598,1169,83,82,103,266,33,3828,35191,23.25
Client_453,Technology,Instagram,Carousel,Promotion,Saturday,14,15902,1731,119,272,202,280,20,4986,22776,37.38
Client_454,Education,YouTube Shorts,Reel,Product Education,Saturday,18,25661,2596,73,265,283,329,13,1792,10795,42.28
Client_455,Beauty,YouTube Shorts,Reel,Tips & Tricks,Saturday,14,27093,2942,82,213,309,357,22,1191,17839,45.73
Client_456,Food,Facebook,Carousel,Tips & Tricks,Tuesday,8,12150,1033,34,63,93,140,18,907,15393,16.04
Client_457,Fitness,Facebook,Reel,Product Education,Wednesday,10,6152,582,26,98,52,134,5,2164,4405,10.19
Client_458,Technology,YouTube Shorts,Carousel,Promotion,Tuesday,14,13063,1561,57,215,134,198,9,2877,6591,26.64
Client_459,Fitness,Facebook,Reel,Customer Story,Friday,18,5505,397,28,70,33,56,4,3967,8904,7.2
Client_460,Technology,Instagram,Reel,Tips & Tricks,Monday,8,19883,2221,177,382,325,396,47,872,14062,56.28
Client_461,Fitness,YouTube Shorts,Carousel,Customer Story,Thursday,18,24335,820,25,59,77,328,28,1234,20417,14.81
Client_462,Education,Instagram,Carousel,Product Education,Wednesday,8,9190,894,67,77,121,186,22,2660,19702,18.93
Client_463,Education,Instagram,Carousel,Promotion,Sunday,10,23208,2026,94,151,93,222,19,1839,22294,30.34
Client_464,Education,Instagram,Carousel,Product Education,Thursday,13,23378,1738,122,282,93,171,22,1979,25666,34.95
Client_465,Beauty,YouTube Shorts,Carousel,Tips & Tricks,Saturday,17,6135,474,25,49,22,148,16,3192,6744,8.35
Client_466,Beauty,YouTube Shorts,Reel,Promotion,Wednesday,17,20751,909,22,143,102,339,49,547,29122,22.24
Client_467,Beauty,YouTube Shorts,Carousel,Customer Story,Saturday,19,12926,1392,94,120,177,304,29,3624,13243,28.57
Client_468,Technology,Instagram,Reel,Promotion,Monday,8,14778,1480,54,218,165,118,10,4041,12570,27.06
Client_469,Beauty,YouTube Shorts,Reel,Customer Story,Saturday,9,15686,1161,84,129,118,244,29,3516,26988,24.76
Client_470,Education,YouTube Shorts,Carousel,Product Education,Monday,16,28165,1413,86,99,133,584,54,2881,42948,29.98
Client_471,Fashion,Facebook,Carousel,Behind the Scenes,Tuesday,18,16787,1293,48,72,62,102,4,3980,3462,16.06
Client_472,Education,YouTube Shorts,Static,Tips & Tricks,Sunday,12,20149,752,37,48,84,191,9,3719,3346,11.93
Client_473,Education,YouTube Shorts,Carousel,Customer Story,Friday,19,27963,1971,134,186,277,706,39,1140,44494,42.21
